vendor_pn,brand,oem_display,description,broom_type,broom_type_label,size_in,filament,pattern,compatible_models,model_codes,phase,publish_status,slug,qty
SY21-1102,American Lincoln,21-1102,"Side Broom 11"" 2 S.R. Nylon",side_broom,Side Broom,"11""",Nylon,single_row,2200|2260|2260XP|3300|7000|7700|7760,006|008|012|014|027,hold,hold,american-lincoln-21-1102-side-broom-11-nylon,1
SY21-1103,American Lincoln,21-1103,"Side Broom 11"" 2 S.R. Poly",side_broom,Side Broom,"11""",Poly,single_row,2200|2260|2260XP|3300|3366|3366XP|6150|7000|7700|7760,006|008|010|011|012|014|027,hold,hold,american-lincoln-21-1103-side-broom-11-poly,1
SY21-1105,American Lincoln,21-1105,"Side Broom 11"" 2 S.R. Nylon",side_broom,Side Broom,"11""",Nylon,single_row,1000|2000|3000,003|007,hold,hold,american-lincoln-21-1105-side-broom-11-nylon,1
SY21-1106,American Lincoln,21-1106,"Side Broom 11"" 2 S.R. Poly",side_broom,Side Broom,"11""",Poly,single_row,1000|2000|3000|7700,003|007|027,hold,hold,american-lincoln-21-1106-side-broom-11-poly,1
SY21-1302,American Lincoln,21-1302,"Side Broom 13"" 3 S.R. Nylon",side_broom,Side Broom,"13""",Nylon,single_row,2160|2160XP|2200|2260|2260XP|3366|3366XP|4366X|6150|7750|ATS46|ATS53|Grenterra|MPV60|MPV60TS|SC7750,005|006|009|010|011|021|022|026|030|041,hold,hold,american-lincoln-21-1302-side-broom-13-nylon,1
SY21-1303,American Lincoln,21-1303,"Side Broom 13"" 3 S.R. Nylon",side_broom,Side Broom,"13""",Nylon,single_row,2160|2160XP|2200|2260|2260XP|3366|3366XP|4366X|6150|7750|ATS46|ATS53|Grenterra|MPV60|MPV60TS|SC7750,005|006|009|010|011|021|022|026|030|041,hold,hold,american-lincoln-21-1303-side-broom-13-nylon,1
SY21-1350,American Lincoln,21-1350,"Rotary Brush 13"" .070/46 Grit",rotary_brush,Rotary Brush,"13""",.070/46 Grit,,Advenger 2805D,044,hold,hold,american-lincoln-21-1350-rotary-brush-13-070-46-grit,2
SY21-1351,American Lincoln,21-1351,"Rotary Brush 13"" .050/80 Grit",rotary_brush,Rotary Brush,"13""",.050/80 Grit,,Advenger 2805D,044,hold,hold,american-lincoln-21-1351-rotary-brush-13-050-80-grit,2
SY21-1352,American Lincoln,21-1352,"Rotary Brush 13"" .035/180 Grit",rotary_brush,Rotary Brush,"13""",.035/180 Grit,,Advenger 2805D,044,hold,hold,american-lincoln-21-1352-rotary-brush-13-035-180-grit,2
SY21-1353,American Lincoln,21-1353,"Rotary Brush 13"" .022/180 Grit",rotary_brush,Rotary Brush,"13""",,,Advenger 2805D,044,hold,hold,american-lincoln-21-1353-rotary-brush-13,2
SY21-1354,American Lincoln,21-1354,"Rotary Brush 13"" .018/500 Grit",rotary_brush,Rotary Brush,"13""",.018/500 Grit,,Advenger 2805D,044,hold,hold,american-lincoln-21-1354-rotary-brush-13-018-500-grit,2
SY21-1355,American Lincoln,21-1355,"Rotary Brush 13"" .028 Poly",rotary_brush,Rotary Brush,"13""",Poly,,Advenger 2805D,044,hold,hold,american-lincoln-21-1355-rotary-brush-13-poly,2
SY21-1356,American Lincoln,21-1356,"Rotary Brush 13"" .022 Poly",rotary_brush,Rotary Brush,"13""",Poly,,Advenger 2805D,044,hold,hold,american-lincoln-21-1356-rotary-brush-13-poly,2
SY21-1357,American Lincoln,21-1357,"Rotary Brush 13"" Union Mix",rotary_brush,Rotary Brush,"13""",Union Mix,,Advenger 2805D,044,hold,hold,american-lincoln-21-1357-rotary-brush-13-union-mix,2
SY21-1358,American Lincoln,21-1358,"Pad Driver 13""",pad_driver,Pad Driver,"13""",,,Advenger 2805D,044,hold,hold,american-lincoln-21-1358-pad-driver-13,2
SY21-1414,American Lincoln,21-1414,"Rotary Brush 14"" .028 Medium Poly",rotary_brush,Rotary Brush,"14""",Medium Poly,,730I|930I,016,hold,hold,american-lincoln-21-1414-rotary-brush-14-medium-poly,2
SY21-1415,American Lincoln,21-1415,"Rotary Brush 14"" .028 Medium Nylon",rotary_brush,Rotary Brush,"14""",Medium Nylon,,730I|930I|6200B|6200H|6200HIC|6200IC|6200S|6200SS,013|016,hold,hold,american-lincoln-21-1415-rotary-brush-14-medium-nylon,3
SY21-1416,American Lincoln,21-1416,"Rotary Brush 14"" .012 Soft Nylon",rotary_brush,Rotary Brush,"14""",Soft Nylon,,730I|930I|6200B|6200H|6200HIC|6200IC|6200S|6200SS,013|016,hold,hold,american-lincoln-21-1416-rotary-brush-14-soft-nylon,3
SY21-1419,American Lincoln,21-1419,"Rotary Brush 14"" .070/46 Grit",rotary_brush,Rotary Brush,"14""",.070/46 Grit,,6700|6700B|6700IC,018,hold,hold,american-lincoln-21-1419-rotary-brush-14-070-46-grit,3
SY21-1420,American Lincoln,21-1420,"Rotary Brush 14"" .040 Stiff Poly",rotary_brush,Rotary Brush,"14""",Stiff Poly,,6700|6700B|6700IC,018,hold,hold,american-lincoln-21-1420-rotary-brush-14-stiff-poly,3
SY21-1421,American Lincoln,21-1421,"Rotary Brush 14"" .028 Medium Nylon",rotary_brush,Rotary Brush,"14""",Medium Nylon,,6700|6700B|6700IC,018,hold,hold,american-lincoln-21-1421-rotary-brush-14-medium-nylon,3
SY21-1422,American Lincoln,21-1422,"Rotary Brush 14"" .012 Soft Nylon",rotary_brush,Rotary Brush,"14""",Soft Nylon,,6700|6700B|6700IC,018,hold,hold,american-lincoln-21-1422-rotary-brush-14-soft-nylon,3
SY21-1610,American Lincoln,21-1610,"Rotary Brush 16"" .070/456 Grit",rotary_brush,Rotary Brush,"16""",,,1000|2000|7740|7750|ATS46|SC7750,003|009|022|029|030,hold,hold,american-lincoln-21-1610-rotary-brush-16,3
SY21-1611,American Lincoln,21-1611,"Rotary Brush 16"" .028 Poly",rotary_brush,Rotary Brush,"16""",Poly,,7730|7740|7750|Advenger 3405D|ATS46,022|028|029|030|045,hold,hold,american-lincoln-21-1611-rotary-brush-16-poly,3
SY21-1612,American Lincoln,21-1612,"Rotary Brush 16"" .028 Medium Nylon",rotary_brush,Rotary Brush,"16""",Medium Nylon,,1000|2000|7730|7740|7750|ATS46|SC7750,003|009|022|028|029|030,hold,hold,american-lincoln-21-1612-rotary-brush-16-medium-nylon,3
SY21-1613,American Lincoln,21-1613,"Rotary Brush 16"" .035/180 Grit",rotary_brush,Rotary Brush,"16""",.035/180 Grit,,1000|2000|7730|7740|7750|ATS46|SC7750,003|009|022|028|029|030,hold,hold,american-lincoln-21-1613-rotary-brush-16-035-180-grit,3
SY21-1614,American Lincoln,21-1614,"Pad Driver 16""",pad_driver,Pad Driver,"16""",,,1000|2000|7730|7740|ATS46|SC7750,003|009|022|028|029,hold,hold,american-lincoln-21-1614-pad-driver-16,3
SY21-1616,American Lincoln,21-1616,"Rotary Brush 16"" .070/46 Grit",rotary_brush,Rotary Brush,"16""",.070/46 Grit,,Advenger 3405D,045,hold,hold,american-lincoln-21-1616-rotary-brush-16-070-46-grit,2
SY21-1617,American Lincoln,21-1617,"Rotary Brush 16"" .050/80 Grit",rotary_brush,Rotary Brush,"16""",.050/80 Grit,,Advenger 3405D,045,hold,hold,american-lincoln-21-1617-rotary-brush-16-050-80-grit,2
SY21-1618,American Lincoln,21-1618,"Rotary Brush 16"" .035/180 Grit",rotary_brush,Rotary Brush,"16""",.035/180 Grit,,Advenger 3405D,045,hold,hold,american-lincoln-21-1618-rotary-brush-16-035-180-grit,2
SY21-1619,American Lincoln,21-1619,"Rotary Brush 16"" .022/120 Grit",rotary_brush,Rotary Brush,"16""",.022/120 Grit,,Advenger 3405D,045,hold,hold,american-lincoln-21-1619-rotary-brush-16-022-120-grit,2
SY21-1620,American Lincoln,21-1620,"Rotary Brush 16"" .018/500 Grit",rotary_brush,Rotary Brush,"16""",.018/500 Grit,,Advenger 3405D,045,hold,hold,american-lincoln-21-1620-rotary-brush-16-018-500-grit,2
SY21-1621,American Lincoln,21-1621,"Rotary Brush 16"" .028 Nylon",rotary_brush,Rotary Brush,"16""",Nylon,,Advenger 3405D,045,hold,hold,american-lincoln-21-1621-rotary-brush-16-nylon,2
SY21-1623,American Lincoln,21-1623,"Rotary Brush 16"" Union Mix",rotary_brush,Rotary Brush,"16""",Union Mix,,Advenger 3405D,045,hold,hold,american-lincoln-21-1623-rotary-brush-16-union-mix,2
SY21-1624,American Lincoln,21-1624,"Pad Driver 16""",pad_driver,Pad Driver,"16""",,,Advenger 3405D,045,hold,hold,american-lincoln-21-1624-pad-driver-16,2
SY21-1626,American Lincoln,21-1626,"Rotary Brush 16"" .022 Poly",rotary_brush,Rotary Brush,"16""",Poly,,Advenger 3405D,045,hold,hold,american-lincoln-21-1626-rotary-brush-16-poly,2
SY21-1702,American Lincoln,21-1702,"Rotary Brush 17"" .070/46 Grit",rotary_brush,Rotary Brush,"17""",.070/46 Grit,,934|935I,015,hold,hold,american-lincoln-21-1702-rotary-brush-17-070-46-grit,2
SY21-1703,American Lincoln,21-1703,"Rotary Brush 17"" .028 Medium Nylon",rotary_brush,Rotary Brush,"17""",Medium Nylon,,934|935I,015,hold,hold,american-lincoln-21-1703-rotary-brush-17-medium-nylon,2
SY21-1704,American Lincoln,21-1704,"Rotary Brush 17"" .028 Poly",rotary_brush,Rotary Brush,"17""",Poly,,934|935I,015,hold,hold,american-lincoln-21-1704-rotary-brush-17-poly,2
SY21-1708,American Lincoln,21-1708,"Rotary Brush 17"" .070/46 Grit",rotary_brush,Rotary Brush,"17""",.070/46 Grit,,7000|7700,012|027,hold,hold,american-lincoln-21-1708-rotary-brush-17-070-46-grit,3
SY21-1710,American Lincoln,21-1710,"Rotary Brush 17"" .040 Stiff Poly",rotary_brush,Rotary Brush,"17""",Stiff Poly,,7700,027,hold,hold,american-lincoln-21-1710-rotary-brush-17-stiff-poly,3
SY21-1711,American Lincoln,21-1711,"Rotary Brush 17"" .028 Medium Nylon",rotary_brush,Rotary Brush,"17""",Medium Nylon,,7000|7700,012|027,hold,hold,american-lincoln-21-1711-rotary-brush-17-medium-nylon,3
SY21-1712,American Lincoln,21-1712,"Rotary Brush 17"" .012 Soft Nylon",rotary_brush,Rotary Brush,"17""",Soft Nylon,,7000|7700,012|027,hold,hold,american-lincoln-21-1712-rotary-brush-17-soft-nylon,3
SY21-1809,American Lincoln,21-1809,"Rotary Brush 18"" .018/500 Grit",rotary_brush,Rotary Brush,"18""",.018/500 Grit,,7750|ATS53|MPV60|MPV60TS|SC7750,005|009|030,hold,hold,american-lincoln-21-1809-rotary-brush-18-018-500-grit,3
SY21-1810,American Lincoln,21-1810,"Rotary Brush 18"" .028 Poly",rotary_brush,Rotary Brush,"18""",Poly,,7750|ATS53|MPV60|MPV60TS,005|030,hold,hold,american-lincoln-21-1810-rotary-brush-18-poly,3
SY21-1811,American Lincoln,21-1811,"Rotary Brush 18"" .028 Medium Nylon",rotary_brush,Rotary Brush,"18""",Medium Nylon,,7750|ATS53|MPV60|MPV60TS|SC7750,005|009|030,hold,hold,american-lincoln-21-1811-rotary-brush-18-medium-nylon,3
SY21-1812,American Lincoln,21-1812,"Rotary Brush 18"" .035/180 Grit",rotary_brush,Rotary Brush,"18""",.035/180 Grit,,7750|ATS53|MPV60|MPV60TS|SC7750,005|009|030,hold,hold,american-lincoln-21-1812-rotary-brush-18-035-180-grit,3
SY21-1813,American Lincoln,21-1813,"Pad Driver 18""",pad_driver,Pad Driver,"18""",,,ATS53|MPV60|MPV60TS|SC7750,005|009,hold,hold,american-lincoln-21-1813-pad-driver-18,3
SY21-1814,American Lincoln,21-1814,"Rotary Brush 18' .070/46 Grit",rotary_brush,Rotary Brush,,.070/46 Grit,,7750|SC7750,009|030,hold,hold,american-lincoln-21-1814-rotary-brush-070-46-grit,3
SY21-1815,American Lincoln,21-1815,"Rotary Brush 18"" .070/46 Grit",rotary_brush,Rotary Brush,"18""",.070/46 Grit,,772|7760|9772,014|017,hold,hold,american-lincoln-21-1815-rotary-brush-18-070-46-grit,4
SY21-1816,American Lincoln,21-1816,"Rotary Brush 18"" Wire",rotary_brush,Rotary Brush,"18""",Wire,,772|7760|9772,014|017,hold,hold,american-lincoln-21-1816-rotary-brush-18-wire,4
SY21-1817,American Lincoln,21-1817,"Rotary Brush 18"" .040 Stiff Poly",rotary_brush,Rotary Brush,"18""",Stiff Poly,,772|7760|9772,014|017,hold,hold,american-lincoln-21-1817-rotary-brush-18-stiff-poly,4
SY21-1818,American Lincoln,21-1818,"Rotary Brush 18"" .028 Medium Nylon",rotary_brush,Rotary Brush,"18""",Medium Nylon,,772|7760|9772,014|017,hold,hold,american-lincoln-21-1818-rotary-brush-18-medium-nylon,4
SY21-1819,American Lincoln,21-1819,"Rotary Brush 18"" .012 Soft Nylon",rotary_brush,Rotary Brush,"18""",Soft Nylon,,772|7760|9772,014|017,hold,hold,american-lincoln-21-1819-rotary-brush-18-soft-nylon,4
SY21-1820,American Lincoln,21-1820,"Rotary Brush 18"" .035/180 Grit",rotary_brush,Rotary Brush,"18""",.035/180 Grit,,772|7760|9772,014|017,hold,hold,american-lincoln-21-1820-rotary-brush-18-035-180-grit,4
SY21-2010,American Lincoln,21-2010,"Rotary Brush 20"" .070/46 Grit",rotary_brush,Rotary Brush,"20""",.070/46 Grit,,1000|2000|7730|7740,003|028|029,hold,hold,american-lincoln-21-2010-rotary-brush-20-070-46-grit,2
SY21-2011,American Lincoln,21-2011,"Rotary Brush 20"" .035/180 Grit",rotary_brush,Rotary Brush,"20""",.035/180 Grit,,1000|2000|7730|7740,003|028|029,hold,hold,american-lincoln-21-2011-rotary-brush-20-035-180-grit,2
SY21-2012,American Lincoln,21-2012,"Rotary Brush 20"" .028 Poly",rotary_brush,Rotary Brush,"20""",Poly,,7730|7740|Advenger 3405D,028|029|045,hold,hold,american-lincoln-21-2012-rotary-brush-20-poly,2
SY21-2013,American Lincoln,21-2013,"Rotary Brush 20"" .028 Medium Nylon",rotary_brush,Rotary Brush,"20""",Medium Nylon,,1000|2000|7730|7740,003|028|029,hold,hold,american-lincoln-21-2013-rotary-brush-20-medium-nylon,2
SY21-2014,American Lincoln,21-2014,"Pad Driver 20""",pad_driver,Pad Driver,"20""",,,1000|2000|7730|7740,003|028|029,hold,hold,american-lincoln-21-2014-pad-driver-20,2
SY21-2110H5,American Lincoln,21-2110H5,"Rotary Brush 21"" .070/46 Grit",rotary_brush,Rotary Brush,"21""",.070/46 Grit,,SR7770,019,hold,hold,american-lincoln-21-2110h5-rotary-brush-21-070-46-grit,3
SY21-2112H5,American Lincoln,21-2112H5,"Rotary Brush 21"" .035/180 Grit",rotary_brush,Rotary Brush,"21""",.035/180 Grit,,SR7770,019,hold,hold,american-lincoln-21-2112h5-rotary-brush-21-035-180-grit,3
SY21-2117H5,American Lincoln,21-2117H5,"Rotary Bruah 21"" .040 Stiff Poly",rotary_brush,Rotary Brush,"21""",Stiff Poly,,SR7770,019,hold,hold,american-lincoln-21-2117h5-rotary-brush-21-stiff-poly,3
SY21-2121H5,American Lincoln,21-2121H5,"Rotary Brush 21"" .028Med. Nylon",rotary_brush,Rotary Brush,"21""",Medium Nylon,,SR7770,019,hold,hold,american-lincoln-21-2121h5-rotary-brush-21-medium-nylon,3
SY21-98478,American Lincoln,21-98478,"Rotary Brush 17"" .028 Nylon",rotary_brush,Rotary Brush,"17""",Nylon,,934|935I,015,hold,hold,american-lincoln-21-98478-rotary-brush-17-nylon,2
SY99625,American Lincoln,99625,"Rotary Brush 17"" Wire",rotary_brush,Rotary Brush,"17""",Wire,,7700,027,hold,hold,american-lincoln-99625-rotary-brush-17-wire,3
SY99732,American Lincoln,99732,"Rotary Brush 17"" Poly/Wire",rotary_brush,Rotary Brush,"17""",Poly,,7700,027,hold,hold,american-lincoln-99732-rotary-brush-17-poly,3
SY99736,American Lincoln,99736,"Rotary Brush 16"" .035/180 Grit",rotary_brush,Rotary Brush,"16""",.035/180 Grit,,7740,029,hold,hold,american-lincoln-99736-rotary-brush-16-035-180-grit,3
SY99737,American Lincoln,99737,"Main Broom 36"" Union/Wire",main_broom,Main Broom,"36""",Union/Wire,,7730|7740,028|029,hold,hold,american-lincoln-99737-main-broom-36-union-wire,1
SY11-2210,Factory Cat,11-2210,"Main Scrub 22"" 16 S.R. .060/46 Grit",cylindrical_scrub,Cylindrical Scrub,"22""",,single_row,22|2200|2200EX,001,hold,hold,factory-cat-11-2210-cylindrical-scrub-22,2
SY11-2211,Factory Cat,11-2211,"Main Scrub 22"" 16 S.R. .50/80 Grit",cylindrical_scrub,Cylindrical Scrub,"22""",,single_row,22|2200|2200EX,001,hold,hold,factory-cat-11-2211-cylindrical-scrub-22,2
SY11-2212,Factory Cat,11-2212,"Main Scrub 22"" 16 S.R. .022/120 Grit",cylindrical_scrub,Cylindrical Scrub,"22""",.022/120 Grit,single_row,22|2200|2200EX,001,hold,hold,factory-cat-11-2212-cylindrical-scrub-22-022-120-grit,2
SY11-2213,Factory Cat,11-2213,"Main Scrub 22"" 16 S.R. .012 Nylon",cylindrical_scrub,Cylindrical Scrub,"22""",Nylon,single_row,22|2200|2200EX,001,hold,hold,factory-cat-11-2213-cylindrical-scrub-22-nylon,2
SY11-2510,Factory Cat,11-2510,"Main Scrub 25"" 18 S.R. .060/36 Grit",cylindrical_scrub,Cylindrical Scrub,"25""",,single_row,26|290C|Magnum 26,009|013,hold,hold,factory-cat-11-2510-cylindrical-scrub-25,2
SY11-2511,Factory Cat,11-2511,"Main Scrub 25"" 18 S.R. .050/80 Grit",cylindrical_scrub,Cylindrical Scrub,"25""",.050/80 Grit,single_row,26|290C|Magnum 26,009|013,hold,hold,factory-cat-11-2511-cylindrical-scrub-25-050-80-grit,2
SY11-2512,Factory Cat,11-2512,"Main Scrub 25"" 18 S.R. .022/120 Grit",cylindrical_scrub,Cylindrical Scrub,"25""",.022/120 Grit,single_row,26|290C|Magnum 26,009|013,hold,hold,factory-cat-11-2512-cylindrical-scrub-25-022-120-grit,2
SY11-2513,Factory Cat,11-2513,"Main Scrub 25"" 18 S.R. .012 Soft Nylon",cylindrical_scrub,Cylindrical Scrub,"25""",Soft Nylon,single_row,26|290C|Magnum 26,009|013,hold,hold,factory-cat-11-2513-cylindrical-scrub-25-soft-nylon,2
SY11-2515,Factory Cat,11-2515,"Main Scrub 25"" 16 S.R. Tampico",cylindrical_scrub,Cylindrical Scrub,"25""",,single_row,Magnum 26,013,hold,hold,factory-cat-11-2515-cylindrical-scrub-25,2
SY11-2604,Factory Cat,11-2604,"Main Broom 26"" 6 D.R. Nylon",main_broom,Main Broom,"26""",Nylon,double_row,34|TR34,006|016,hold,hold,factory-cat-11-2604-main-broom-26-nylon,1
SY11-2605,Factory Cat,11-2605,"Main Broom 26"" 6 D.R. Proex/Wire",main_broom,Main Broom,"26""",Proex/Wire,double_row,34|TR34,006|016,hold,hold,factory-cat-11-2605-main-broom-26-proex-wire,1
SY11-2620,Factory Cat,11-2620,"Main Broom 26"" 6 D.R. Union/Wire",main_broom,Main Broom,"26""",Union/Wire,double_row,34|TR34,006|016,hold,hold,factory-cat-11-2620-main-broom-26-union-wire,1
SY11-2622,Factory Cat,11-2622,"Main Broom 26"" 6 D.R. Proex/Wire",main_broom,Main Broom,"26""",Proex/Wire,double_row,34|TR34,006|016,hold,hold,factory-cat-11-2622-main-broom-26-proex-wire,1
SY11-2624,Factory Cat,11-2624,"Main Broom 26"" 18 S.R. Nylon",main_broom,Main Broom,"26""",Nylon,single_row,34|TR34,006|016,hold,hold,factory-cat-11-2624-main-broom-26-nylon,1
SY11-2626,Factory Cat,11-2626,"Main Broom 26"" 6 D.R. Union",main_broom,Main Broom,"26""",,double_row,34|TR34,006|016,hold,hold,factory-cat-11-2626-main-broom-26,1
SY11-2820,Factory Cat,11-2820,"Main Scrub 28"" 16 S.R. .060/46 Grit",cylindrical_scrub,Cylindrical Scrub,"28""",,single_row,28|29|350-28|2800|3000|Magnum 30,005|014,hold,hold,factory-cat-11-2820-cylindrical-scrub-28,2
SY11-2821,Factory Cat,11-2821,"Main Scrub 28"" 16 S.R. .050/80 Grit",cylindrical_scrub,Cylindrical Scrub,"28""",.050/80 Grit,single_row,28|29|350-28|2800|3000|Magnum 30,005|014,hold,hold,factory-cat-11-2821-cylindrical-scrub-28-050-80-grit,2
SY11-2822,Factory Cat,11-2822,"Main Scrub 28"" 16 S.R. .022/120 Grit",cylindrical_scrub,Cylindrical Scrub,"28""",.022/120 Grit,single_row,28|29|350-28|2800|3000|Magnum 30,005|014,hold,hold,factory-cat-11-2822-cylindrical-scrub-28-022-120-grit,2
SY11-2823,Factory Cat,11-2823,"Main Scrub 28"" 18 S.R. .012 Soft Nylon",cylindrical_scrub,Cylindrical Scrub,"28""",Soft Nylon,single_row,28|29|350-28|2800|3000|Magnum 30,005|014,hold,hold,factory-cat-11-2823-cylindrical-scrub-28-soft-nylon,2
SY11-2824,Factory Cat,11-2824,"Main Scrub 28"" 16 S.R. Tampico",cylindrical_scrub,Cylindrical Scrub,"28""",,single_row,Magnum 30,014,hold,hold,factory-cat-11-2824-cylindrical-scrub-28,2
SY11-2826,Factory Cat,11-2826,"Main Scrub 28"" 16 S.R. .070/46 Grit",cylindrical_scrub,Cylindrical Scrub,"28""",.070/46 Grit,single_row,Magnum 30,014,hold,hold,factory-cat-11-2826-cylindrical-scrub-28-070-46-grit,2
SY11-2827,Factory Cat,11-2827,"Main Scrub 28"" 16 S.R. .035/180 Grit",cylindrical_scrub,Cylindrical Scrub,"28""",.035/180 Grit,single_row,Magnum 30,014,hold,hold,factory-cat-11-2827-cylindrical-scrub-28-035-180-grit,2
SY11-2828,Factory Cat,11-2828,"Main Scrub 28"" 16 S.R. .022/120 Grit",cylindrical_scrub,Cylindrical Scrub,"28""",.022/120 Grit,single_row,Magnum 30,014,hold,hold,factory-cat-11-2828-cylindrical-scrub-28-022-120-grit,2
SY11-2829,Factory Cat,11-2829,"Main Scrub 28"" 16 S.R. Nylon",cylindrical_scrub,Cylindrical Scrub,"28""",Nylon,single_row,Magnum 30,014,hold,hold,factory-cat-11-2829-cylindrical-scrub-28-nylon,2
SY11-2830,Factory Cat,11-2830,"Main Scrub 28"" 16 S.R. Tampico",cylindrical_scrub,Cylindrical Scrub,"28""",,single_row,Magnum 30,014,hold,hold,factory-cat-11-2830-cylindrical-scrub-28,2
SY11-3220,Factory Cat,11-3220,"Main Broom 32"" 2 D.R. Union /Wire",main_broom,Main Broom,"32""",Wire,double_row,48,010,hold,hold,factory-cat-11-3220-main-broom-32-wire,1
SY11-3221,Factory Cat,11-3221,"Main Broom 32'' 6 D.R. Proex",main_broom,Main Broom,,,double_row,48,010,hold,hold,factory-cat-11-3221-main-broom,1
SY11-3222,Factory Cat,11-3222,"Main Broom 32"" 6 D.R. Proex/Wire",main_broom,Main Broom,"32""",Proex/Wire,double_row,48,010,hold,hold,factory-cat-11-3222-main-broom-32-proex-wire,1
SY11-3223,Factory Cat,11-3223,"Main Broom 32"" 6 D.R. Nylon",main_broom,Main Broom,"32""",Nylon,double_row,48,010,hold,hold,factory-cat-11-3223-main-broom-32-nylon,1
SY11-3224,Factory Cat,11-3224,"Main Broom 32"" 18 S.R. Nylon",main_broom,Main Broom,"32""",Nylon,single_row,48,010,hold,hold,factory-cat-11-3224-main-broom-32-nylon,1
SY11-3226,Factory Cat,11-3226,"Main Broom 32"" 6 D.R. Union",main_broom,Main Broom,"32""",,double_row,48,010,hold,hold,factory-cat-11-3226-main-broom-32,1
SY11-3230,Factory Cat,11-3230,"Main Scrub 32"" 18 S.R. .060/36 Grit",cylindrical_scrub,Cylindrical Scrub,"32""",,single_row,38|40|40HD|350-32|3400|3700|Magnum 34|XR370-34C,008|015,hold,hold,factory-cat-11-3230-cylindrical-scrub-32,2
SY11-3231,Factory Cat,11-3231,"Main Scrub 32"" 18 S.R. .050/80 Grit",cylindrical_scrub,Cylindrical Scrub,"32""",.050/80 Grit,single_row,38|40|40HD|350-32|3400|3700|Magnum 34|SCR5730|XR370-34C,008|015|032,hold,hold,factory-cat-11-3231-cylindrical-scrub-32-050-80-grit,2
SY11-3232,Factory Cat,11-3232,"Main Scrub 32"" 18 S.R. .022/120 Grit",cylindrical_scrub,Cylindrical Scrub,"32""",.022/120 Grit,single_row,38|40|40HD|350-32|3400|3700|Magnum 34|SCR5730|XR370-34C,008|015|032,hold,hold,factory-cat-11-3232-cylindrical-scrub-32-022-120-grit,2
SY11-3233,Factory Cat,11-3233,"Main Scrub 32"" 18 S.R. .012 Soft Nylon",cylindrical_scrub,Cylindrical Scrub,"32""",Soft Nylon,single_row,38|40|40HD|350-32|3400|3700|Magnum 34|SCR5730|XR370-34C,008|015|032,hold,hold,factory-cat-11-3233-cylindrical-scrub-32-soft-nylon,2
SY11-3237,Factory Cat,11-3237,"Main Scrub 32' 16 S.R. .035/180 Grit",cylindrical_scrub,Cylindrical Scrub,,.035/180 Grit,single_row,Magnum 34,015,hold,hold,factory-cat-11-3237-cylindrical-scrub-035-180-grit,2
SY11-5014,Factory Cat,11-5014,"Main Broom 50"" 8 D.R. Proex/Wire",main_broom,Main Broom,"50""",Proex/Wire,double_row,35,007,hold,hold,factory-cat-11-5014-main-broom-50-proex-wire,1
SY11-5015,Factory Cat,11-5015,"Main Broom 50"" 8 D.R. Poly",main_broom,Main Broom,"50""",Poly,double_row,35,007,hold,hold,factory-cat-11-5015-main-broom-50-poly,1
SY11-5016,Factory Cat,11-5016,"Main Broom 50"" 8 D.R. Nylon",main_broom,Main Broom,"50""",Nylon,double_row,35,007,hold,hold,factory-cat-11-5016-main-broom-50-nylon,1
SY11-5017,Factory Cat,11-5017,"Main Broom 50"" 8 D.R. Proex/Wire",main_broom,Main Broom,"50""",Proex/Wire,double_row,35,007,hold,hold,factory-cat-11-5017-main-broom-50-proex-wire,1
SY11-5018,Factory Cat,11-5018,"Main Broom 50"" 8 D.R. Union/Wire",main_broom,Main Broom,"50""",Union/Wire,double_row,35,007,hold,hold,factory-cat-11-5018-main-broom-50-union-wire,1
SY21-0810,Factory Cat,21-0810,"Side Broom 8"" 2 S.R. Nylon",side_broom,Side Broom,"8""",Nylon,single_row,34|38|40|40HD|48|350-32|3400|3700|TR34|XR370-34C,006|008|010|016,hold,hold,factory-cat-21-0810-side-broom-8-nylon,1
SY21-0811,Factory Cat,21-0811,"Side Broom 8"" 2 S.R. Poly/Wire",side_broom,Side Broom,"8""",Poly,single_row,34|38|40|40HD|48|350-32|3400|3700|TR34|XR370-34C,006|008|010|016,hold,hold,factory-cat-21-0811-side-broom-8-poly,1
SY21-0812,Factory Cat,21-0812,"Side Broom 8"" 2 S.R. Poly/Wire",side_broom,Side Broom,"8""",Poly,single_row,34|38|40|40HD|48|350-32|3400|3700|TR34|XR370-34C,006|008|010|016,hold,hold,factory-cat-21-0812-side-broom-8-poly,1
SY21-101033,Factory Cat,21-101033,"Rotary Brush 10"" .070/46 Grit",rotary_brush,Rotary Brush,"10""",.070/46 Grit,,21|2100,012,hold,hold,factory-cat-21-101033-rotary-brush-10-070-46-grit,2
SY21-101133,Factory Cat,21-101133,"Rotary Brush 10"" .050/80 Grit",rotary_brush,Rotary Brush,"10""",.050/80 Grit,,21|22|2100|2200|2200EX,001|012,hold,hold,factory-cat-21-101133-rotary-brush-10-050-80-grit,2
SY21-101233,Factory Cat,21-101233,"Rotary Brush 10"" .035/180 Grit",rotary_brush,Rotary Brush,"10""",.035/180 Grit,,21|2100,012,hold,hold,factory-cat-21-101233-rotary-brush-10-035-180-grit,2
SY21-101333,Factory Cat,21-101333,"Rotary Brush 10"" .022/120 Grit",rotary_brush,Rotary Brush,"10""",.022/120 Grit,,21|2100,012,hold,hold,factory-cat-21-101333-rotary-brush-10-022-120-grit,2
